empty_slots,extra,free_bikes,id,latitude,longitude,name,timestamp,ebikes,has_ebikes,last_updated,payment_0,payment_1,payment-terminal,rental_uris_android,rental_uris_ios,renting,returning,slots,uid
13,"{'ebikes': 5, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': '66de099d-0aca-11e7-82f6-3863bb44ef7c'}",20,46a983722ee1f51813a6a3eb6534a6e4,40.795,-73.9645,W 100 St & Manhattan Ave,2023-10-03 00:11:38.169000+00:00,5,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,66de099d-0aca-11e7-82f6-3863bb44ef7c
35,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291834, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 81, 'uid': 'b94cc90e-9ca2-4471-8371-23be051e0157'}",22,81872dcff5f0e5f1e042aafcc0bab6fd,40.7667405590595,-73.9790689945221,7 Ave & Central Park South,2023-10-03 00:11:37.883000+00:00,0,True,1696291834,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,81,b94cc90e-9ca2-4471-8371-23be051e0157
0,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291826, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 27, 'uid': '9a40cb60-6ede-4c9e-9d64-dc55cae57f31'}",5,75a634e2473d7e3abf789c09c44fdf26,40.751047,-73.93797,28 St & 41 Ave,2023-10-03 00:11:37.254000+00:00,2,True,1696291826,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,27,9a40cb60-6ede-4c9e-9d64-dc55cae57f31
0,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291807, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 37, 'uid': '46bdd925-fb6c-4654-85d8-e0db4da62abf'}",30,fdb4831d3335a9aea380117ea4f4b81a,40.801694,-73.957145,Frederick Douglass Blvd & W 112 St,2023-10-03 00:11:38.293000+00:00,2,True,1696291807,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,37,46bdd925-fb6c-4654-85d8-e0db4da62abf
8,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291802, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '594b4656-9d83-4301-8967-3b92c126531c'}",14,678fea3bb3afe05788a35750358db726,40.795508,-73.941606,3 Ave & E 112 St,2023-10-03 00:11:37.945000+00:00,0,True,1696291802,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,594b4656-9d83-4301-8967-3b92c126531c
12,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291842, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 97, 'uid': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}",77,7ca4ed0b4fba2b2fb259ba84bd43e2ad,40.7505853470215,-73.9946848154068,8 Ave & W 31 St,2023-10-03 00:11:37.980000+00:00,2,True,1696291842,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,97,66ddbd20-0aca-11e7-82f6-3863bb44ef7c
12,"{'ebikes': 5, 'has_ebikes': True, 'last_updated': 1696291853, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 27, 'uid': '8caf71df-76c3-43fb-be98-d555d2291460'}",7,032adb4e82f406f3e04c4b40c2f43e96,40.6794388,-73.9680438,Bergen St & Vanderbilt Ave,2023-10-03 00:11:37.662000+00:00,5,True,1696291853,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,27,8caf71df-76c3-43fb-be98-d555d2291460
13,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291824, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66dbb869-0aca-11e7-82f6-3863bb44ef7c'}",7,ca4f75006e50239fd4d3024e2effc750,40.6851443,-73.95380904,Monroe St & Bedford Ave,2023-10-03 00:11:38.102000+00:00,2,True,1696291824,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66dbb869-0aca-11e7-82f6-3863bb44ef7c
21,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291856, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 31, 'uid': '60c5a043-1367-4a27-96ee-394ba60e2154'}",5,387d971321c72e3ecba9ceaa2bfac75a,40.7557327,-73.9236611,35 Ave & 37 St,2023-10-03 00:11:37.965000+00:00,0,True,1696291856,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,31,60c5a043-1367-4a27-96ee-394ba60e2154
1,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291837, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 27, 'uid': '66dbbc4a-0aca-11e7-82f6-3863bb44ef7c'}",18,9df6386d8677d42c8ba69a15548e61a7,40.73652889,-74.00618026,Bank St & Hudson St,2023-10-03 00:11:37.872000+00:00,4,True,1696291837,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,27,66dbbc4a-0aca-11e7-82f6-3863bb44ef7c
45,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291851, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 80, 'uid': '66dbbeda-0aca-11e7-82f6-3863bb44ef7c'}",22,ae9a9c4ce9623b172f0ca91825aa0825,40.728846,-74.008591,Greenwich St & W Houston St,2023-10-03 00:11:37.458000+00:00,2,True,1696291851,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,80,66dbbeda-0aca-11e7-82f6-3863bb44ef7c
15,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': '66db9cc4-0aca-11e7-82f6-3863bb44ef7c'}",20,72394bda9e3303d03667935bc0ecdc47,40.71269042,-73.98776323,Madison St & Clinton St,2023-10-03 00:11:38.138000+00:00,0,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,66db9cc4-0aca-11e7-82f6-3863bb44ef7c
6,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291838, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 19, 'uid': '66db9e99-0aca-11e7-82f6-3863bb44ef7c'}",10,c3a53bb0015652fad12cffb1534c029a,40.71782143,-73.97628939,Stanton St & Mangin St,2023-10-03 00:11:38.375000+00:00,2,True,1696291838,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,19,66db9e99-0aca-11e7-82f6-3863bb44ef7c
9,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291824, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66dba303-0aca-11e7-82f6-3863bb44ef7c'}",11,2d5ca34d7071296701458ee1a4bf12cd,40.69794,-73.96986848,Clinton Ave & Flushing Ave,2023-10-03 00:11:37.294000+00:00,0,True,1696291824,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66dba303-0aca-11e7-82f6-3863bb44ef7c
31,"{'ebikes': 6, 'has_ebikes': True, 'last_updated': 1696291831, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 61, 'uid': '66dbc37a-0aca-11e7-82f6-3863bb44ef7c'}",20,ac5c956abf7f95a75627664be5d7c200,40.71850211,-73.98329859,Rivington St & Ridge St,2023-10-03 00:11:37.524000+00:00,6,True,1696291831,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,61,66dbc37a-0aca-11e7-82f6-3863bb44ef7c
16,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291842, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 26, 'uid': '566935d6-4d66-4b42-9822-f2a816e357b9'}",7,07f0bd022f67e8d3c6df62aac6489e4f,40.7945663,-73.9362541,E 114 St & 1 Ave,2023-10-03 00:11:38.152000+00:00,2,True,1696291842,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,26,566935d6-4d66-4b42-9822-f2a816e357b9
0,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291767, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 37, 'uid': '66de0cab-0aca-11e7-82f6-3863bb44ef7c'}",34,e71577342c522f803be610a89edb38ef,40.6747055,-74.0075572,Columbia St & Lorraine St,2023-10-03 00:11:39.184000+00:00,0,True,1696291767,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,37,66de0cab-0aca-11e7-82f6-3863bb44ef7c
2,"{'ebikes': 7, 'has_ebikes': True, 'last_updated': 1696291849, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 55, 'uid': '66dc41bb-0aca-11e7-82f6-3863bb44ef7c'}",45,a71ac277c068151817eea703b2286b83,40.76030096,-73.99884222,11 Ave & W 41 St,2023-10-03 00:11:38.409000+00:00,7,True,1696291849,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,55,66dc41bb-0aca-11e7-82f6-3863bb44ef7c
11,"{'ebikes': 14, 'has_ebikes': True, 'last_updated': 1696291859, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 58, 'uid': '66de0bcb-0aca-11e7-82f6-3863bb44ef7c'}",37,91af89740b1c50290e92bae27bb25b99,40.8013434,-73.9711457439,Riverside Dr & W 104 St,2023-10-03 00:11:38.340000+00:00,14,True,1696291859,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,58,66de0bcb-0aca-11e7-82f6-3863bb44ef7c
2,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291796, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66de103b-0aca-11e7-82f6-3863bb44ef7c'}",18,2c17cfae12ac9bb921675bceb0c72184,40.67363551341504,-74.01195555925369,Dwight St & Van Dyke St,2023-10-03 00:11:38.739000+00:00,2,True,1696291796,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66de103b-0aca-11e7-82f6-3863bb44ef7c
19,"{'ebikes': 7, 'has_ebikes': True, 'last_updated': 1696291858, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 41, 'uid': '66de0dfd-0aca-11e7-82f6-3863bb44ef7c'}",15,a7df126dc423385450b5a626993a1f1b,40.787801,-73.953559,E 97 St & Madison Ave,2023-10-03 00:11:37.567000+00:00,7,True,1696291858,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,41,66de0dfd-0aca-11e7-82f6-3863bb44ef7c
5,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291858, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 27, 'uid': '66de0d91-0aca-11e7-82f6-3863bb44ef7c'}",15,daa4b5e1cac4dfb931b7e85c44db3339,40.6772744,-73.98282002,Union St & 4 Ave,2023-10-03 00:11:38.542000+00:00,0,True,1696291858,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,27,66de0d91-0aca-11e7-82f6-3863bb44ef7c
26,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291824, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 41, 'uid': '66de110b-0aca-11e7-82f6-3863bb44ef7c'}",5,1b5365e00848878fbaa6cf71c5e231a9,40.6765304,-73.97846879,Berkeley Pl & 6 Ave,2023-10-03 00:11:37.201000+00:00,0,True,1696291824,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,41,66de110b-0aca-11e7-82f6-3863bb44ef7c
12,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291803, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': 'bfbd1f09-afd2-49d2-8674-3a07b3c929a4'}",10,40e1522fdfd3337ac0a5cf5258751815,40.71019,-73.93734,Waterbury St & Stagg St,2023-10-03 00:11:38.619000+00:00,2,True,1696291803,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,bfbd1f09-afd2-49d2-8674-3a07b3c929a4
11,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291833, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 35, 'uid': '66db69d0-0aca-11e7-82f6-3863bb44ef7c'}",14,07b25a978540d6aa50b1574f7641d443,40.68683208,-73.9796772,3 Ave & Schermerhorn St,2023-10-03 00:11:37.340000+00:00,1,True,1696291833,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,35,66db69d0-0aca-11e7-82f6-3863bb44ef7c
0,"{'ebikes': 6, 'has_ebikes': True, 'last_updated': 1696291856, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 105, 'uid': '66db65aa-0aca-11e7-82f6-3863bb44ef7c'}",84,50e28014a9b46fa320fd816c6af4a49e,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,2023-10-03 00:11:38.558000+00:00,6,True,1696291856,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,105,66db65aa-0aca-11e7-82f6-3863bb44ef7c
5,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291847, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 20, 'uid': '29223935-a682-411c-9f25-577bbb9804fc'}",15,d8bf2f87cc329894c610360558e9220d,40.70539,-73.92976,Knickerbocker Ave & Thames St,2023-10-03 00:11:38.911000+00:00,1,True,1696291847,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,20,29223935-a682-411c-9f25-577bbb9804fc
6,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291751, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 19, 'uid': '84a7baff-415b-4ab9-a859-74c2801483ce'}",11,cf98029721ab6d5a1ccf65cee9cebd1b,40.713811,-73.93515,Devoe St & Morgan Ave,2023-10-03 00:11:38.416000+00:00,1,True,1696291751,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,19,84a7baff-415b-4ab9-a859-74c2801483ce
0,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291818, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 30, 'uid': 'b03adb87-2bd9-43a5-a822-7d06a9ee2d81'}",28,d2ccf83ad960756b6f73c0b6acddb11c,40.706237,-73.933871,McKibbin St & Bogart St,2023-10-03 00:11:37.984000+00:00,0,True,1696291818,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,30,b03adb87-2bd9-43a5-a822-7d06a9ee2d81
0,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291850, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 21, 'uid': '3a89411a-0bc6-4ba3-bc56-fab950c8eba1'}",21,010f92292461543f36314829cb02afac,40.702831,-73.9333,Central Ave & Flushing Ave,2023-10-03 00:11:38.160000+00:00,0,True,1696291850,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,21,3a89411a-0bc6-4ba3-bc56-fab950c8eba1
18,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291850, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': 'd11b9869-8964-4b79-aafc-4b60ad1b44c4'}",4,2923dae1f9c925711be47f55c0180aa3,40.700003,-73.92834,Central Ave & Starr Street,2023-10-03 00:11:39.349000+00:00,3,True,1696291850,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,d11b9869-8964-4b79-aafc-4b60ad1b44c4
0,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291788, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '7af717b9-99ce-4cce-94b4-b445a40537a1'}",21,d0602c69b366b808ecc3936c206e04bb,40.704425,-73.92836,Knickerbocker Ave & George St,2023-10-03 00:11:38.943000+00:00,0,True,1696291788,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,7af717b9-99ce-4cce-94b4-b445a40537a1
2,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291839, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 27, 'uid': 'd5d589e6-457f-4cd4-bf78-59165dce28b2'}",24,5b7746fc518ac94da102c0672b9e3184,40.7027,-73.92095,Irving Ave & DeKalb Ave,2023-10-03 00:11:37.947000+00:00,1,True,1696291839,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,27,d5d589e6-457f-4cd4-bf78-59165dce28b2
16,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291848, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 28, 'uid': '66db5c14-0aca-11e7-82f6-3863bb44ef7c'}",9,d840fae588435ad6c219db0d4c252447,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,2023-10-03 00:11:39.198000+00:00,1,True,1696291848,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,28,66db5c14-0aca-11e7-82f6-3863bb44ef7c
48,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291855, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 62, 'uid': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}",5,6e43cd37a571f8a9bff43fcea0b6d295,40.76500525,-73.95818491,1 Ave & E 68 St,2023-10-03 00:11:37.441000+00:00,3,True,1696291855,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,62,66dd42eb-0aca-11e7-82f6-3863bb44ef7c
23,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291858, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 45, 'uid': '66dd4356-0aca-11e7-82f6-3863bb44ef7c'}",16,5ba135e7eb13cb933f2fcaca980276b5,40.7612274,-73.96094022,1 Ave & E 62 St,2023-10-03 00:11:38.371000+00:00,0,True,1696291858,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,45,66dd4356-0aca-11e7-82f6-3863bb44ef7c
22,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291854, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 47, 'uid': '66dd43bd-0aca-11e7-82f6-3863bb44ef7c'}",18,91e510ea32dfbee99aa27395695b457d,40.77632142182271,-73.96427392959595,5 Ave & E 78 St,2023-10-03 00:11:37.836000+00:00,1,True,1696291854,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,47,66dd43bd-0aca-11e7-82f6-3863bb44ef7c
10,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291824, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 19, 'uid': '66db5d92-0aca-11e7-82f6-3863bb44ef7c'}",7,0c31a89981605645db5d73705b766bac,40.68650065,-73.96563307,Washington Ave & Greene Ave,2023-10-03 00:11:38.105000+00:00,4,True,1696291824,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,19,66db5d92-0aca-11e7-82f6-3863bb44ef7c
